title,author,book_url,date_pub,date_finished_parsed,date_started_parsed,num_pages,my_rating,review,shelves,progress_json
31 noches,"Escolar, Ignacio",https://www.goodreads.com/book/show/16061026-31-noches,"Jan 01, 2012",2014-10-23,2014-10-21,176,3,NA,read,"[{""date"":""October 21, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""October 21, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""October 23, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"1Q84 (1Q84, #3)","Murakami, Haruki",https://www.goodreads.com/book/show/7717482-1q84,2010,2014-09-17,2014-08-31,473,5,"Hay libros que ya desde las primeras hojas sabes que no vas a querer acabar y que, sin embargo, provocan el deseo de seguir leyendo, de no llegar al l Hay libros que ya desde las primeras hojas sabes que no vas a querer acabar y que, sin embargo, provocan el deseo de seguir leyendo, de no llegar al lugar de destino para continuar pasando páginas. Si la primera parte de 1Q84 es un 7-8 estrellas y la segunda un 10 estrellas, el 3 supera con creces la puntuación máxima.Es 'fácil' atrapar al lector con historias de acción en las que no se da tiempo a asimilar todo lo que se cuenta, no lo es tanto cuando ésta es pausada y controlada. Sinceramente, no tengo palabras para describir la maravilla que 1Q84 3. Me apena y me alegra haber llegado al final. Y soy consciente de que es un poso se quedará un tiempo conmigo, marcando comparativamente al resto de libros que le sigan. ...more",read,"[{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""September 17, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"1Q84 #1-2 (1Q84, #1-2)","Murakami, Haruki",https://www.goodreads.com/book/show/12254379-1q84-1-2,"May 29, 2009",2014-08-31,2014-07-15,628,5,NA,read,"[{""date"":""July 15, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 15, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 31, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
The Road,"McCarthy, Cormac",https://www.goodreads.com/book/show/6288.The_Road,"Sep 26, 2006",2014-06-24,2014-06-18,241,5,NA,read,"[{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 18, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 24, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
And the Mountains Echoed,"Hosseini, Khaled",https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,"Feb 29, 2012",2014-06-17,2014-06-11,404,5,NA,read,"[{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""June 11, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 17, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
El héroe discreto,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/18230037-el-h-roe-discreto,Jun 2013,2014-06-08,2014-05-19,383,4,NA,read,"[{""date"":""May 19, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""May 19, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""June 8, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"Kadaverdoktoren (Madeleine Karno, #1)","Kaaberbøl, Lene",https://www.goodreads.com/book/show/9734018-kadaverdoktoren,2010,2014-05-16,2014-05-07,315,4,NA,read,"[{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 16, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"Dispara, yo ya estoy muerto","Navarro, Julia",https://www.goodreads.com/book/show/18050082-dispara-yo-ya-estoy-muerto,2013,2014-05-07,2014-04-25,912,3,NA,read,"[{""date"":""April 25, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 25, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 7, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
Los años de peregrinación del chico sin color,"Murakami, Haruki",https://www.goodreads.com/book/show/18272065-los-a-os-de-peregrinaci-n-del-chico-sin-color,"Apr 12, 2013",2014-04-11,2014-04-07,320,5,NA,read,"[{""date"":""April 7, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 7, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 11, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
Anansi Boys,"Gaiman, Neil",https://www.goodreads.com/book/show/2744.Anansi_Boys,"Sep 20, 2005",2014-04-03,2014-04-02,387,3,NA,read,"[{""date"":""April 2, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""April 2, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 3, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
La mano de Fátima,"Falcones, Ildefonso",https://www.goodreads.com/book/show/6532610-la-mano-de-f-tima,2009,2014-03-27,2014-03-12,960,2,NA,read,"[{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""March 27, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
La verdad sobre el caso Harry Quebert,"Dicker, Joël",https://www.goodreads.com/book/show/18068486-la-verdad-sobre-el-caso-harry-quebert,"Sep 19, 2012",2014-02-28,2014-02-13,672,3,NA,read,"[{""date"":""February 13, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""February 28, 2014"",""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 1, 2014"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""March 1, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
"A Dance with Dragons (A Song of Ice and Fire, #5)","Martin, George R.R.",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,"Jul 12, 2011",2014-02-13,2014-01-10,1,5,NA,read,"[{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 13, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)","Jonasson, Jonas",https://www.goodreads.com/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared,"Sep 09, 2009",2014-01-10,2013-12-17,396,4,NA,read,"[{""date"":""December 17, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""December 17, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""January 10, 2014"",""page"":null,""percent"":null,""event"":""finished""}]"
"The Name of the Wind (The Kingkiller Chronicle, #1)","Rothfuss, Patrick",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,"Mar 27, 2007",2013-10-29,2013-10-24,662,4,NA,read,"[{""date"":""October 2, 2013"",""page"":null,""percent"":null,""event"":""shelved-as""},{""date"":""October 2, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""October 24, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""October 29, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
"Inés y la alegría (Episodios de una guerra interminable, #1)","Grandes, Almudena",https://www.goodreads.com/book/show/8958575-in-s-y-la-alegr-a,Sep 2010,2013-07-24,2013-07-15,729,5,NA,read; left-a-mark,"[{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 24, 2013"",""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2025"",""page"":null,""percent"":null,""event"":""shelved-as""}]"
El tango de la Guardia Vieja,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/16161136-el-tango-de-la-guardia-vieja,unknown,2013-07-13,2013-07-09,497,5,NA,read,"[{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 13, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
Long Way Down,"McGregor, Ewan",https://www.goodreads.com/book/show/845322.Long_Way_Down,unknown,2013-07-12,2013-06-15,336,4,NA,read,"[{""date"":""June 15, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""July 12, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
A Feast for Crows,"Martin, George R.R.",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,"Oct 17, 2005",2013-05-23,2013-01-10,1,3,NA,read,"[{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""May 23, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
The Casual Vacancy,"Rowling, J.K.",https://www.goodreads.com/book/show/13497818-the-casual-vacancy,"Sep 27, 2012",2013-04-04,2013-03-06,503,4,NA,read,"[{""date"":""March 6, 2013"",""page"":null,""percent"":null,""event"":""started""},{""date"":""March 6, 2013"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""April 4, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
Mujercitas,"Alcott, Louisa May",https://www.goodreads.com/book/show/16079810-mujercitas,"Sep 30, 1868",2013-01-10,2012-12-02,290,2,NA,read,"[{""date"":""December 2, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""December 2, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""January 10, 2013"",""page"":null,""percent"":null,""event"":""finished""}]"
"Los Sonámbulos (Willi Kraus, #1)","Grossman, Paul",https://www.goodreads.com/book/show/15777625-los-son-mbulos,2010,2012-11-30,2012-11-19,367,4,NA,read,"[{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 30, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
"Dead to the World (Sookie Stackhouse, #4)","Harris, Charlaine",https://www.goodreads.com/book/show/140077.Dead_to_the_World,"May 03, 2004",2012-11-19,2012-09-11,291,2,NA,read,"[{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
"Dead and Gone (Sookie Stackhouse, #9)","Harris, Charlaine",https://www.goodreads.com/book/show/5161066-dead-and-gone,"May 05, 2009",2012-11-19,2012-10-08,320,2,NA,read,"[{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""November 19, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
Entra en mi vida,"Sánchez, Clara",https://www.goodreads.com/book/show/14287502-entra-en-mi-vida,2012,2012-09-11,2012-08-19,480,3,NA,read,"[{""date"":""August 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""September 11, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
Don Juan,"Torrente Ballester, Gonzalo",https://www.goodreads.com/book/show/61695.Don_Juan,1963,2012-08-15,2012-08-09,399,4,NA,read,"[{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
Eifelheim,"Flynn, Michael",https://www.goodreads.com/book/show/416327.Eifelheim,"Oct 17, 2006",2012-08-09,2012-06-19,320,4,NA,read,"[{""date"":""June 19, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""June 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""August 9, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
El ruido y la furia,"Faulkner, William",https://www.goodreads.com/book/show/1785176.El_ruido_y_la_furia,"Oct 07, 1929",2012-05-15,NA,360,3,NA,read,"[{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 26, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":null,""page"":null,""percent"":null,""event"":""started""},{""date"":""May 15, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
Los ojos amarillos de los cocodrilos,"Pancol, Katherine",https://www.goodreads.com/book/show/7896053-los-ojos-amarillos-de-los-cocodrilos,"Mar 01, 2006",2012-02-26,2012-01-20,551,3,NA,read,"[{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""started""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 26, 2012"",""page"":null,""percent"":null,""event"":""finished""}]"
"The Watcher in the Shadows (Niebla, #3)","Ruiz Zafón, Carlos",https://www.goodreads.com/book/show/12291506-the-watcher-in-the-shadows,1995,NA,NA,246,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Magic of Krynn,"Weis, Margaret",https://www.goodreads.com/book/show/28539.The_Magic_of_Krynn,Apr 1987,NA,NA,350,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Anne Rice's The Vampire Lestat: A Graphic Novel,"Perozich, Faye",https://www.goodreads.com/book/show/43808.Anne_Rice_s_The_Vampire_Lestat,Oct 1991,NA,NA,404,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Gunslinger (The Dark Tower, #1)","King, Stephen",https://www.goodreads.com/book/show/43615.The_Gunslinger,"Jun 01, 1982",NA,NA,231,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Flint the King (Dragonlance: Preludes, #5; Preludes II, #2)","Kirchoff, Mary L.",https://www.goodreads.com/book/show/57376.Flint_the_King,"May 01, 1990",NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Conversation in the Cathedral,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/53970.Conversation_in_the_Cathedral,1969,NA,NA,608,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Purity of Blood (Adventures of Captain Alatriste, #2)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11022.Purity_of_Blood,1997,NA,NA,268,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Companions (Dragonlance: Meetings Sextet, #6)","Daniell, Tina",https://www.goodreads.com/book/show/92882.The_Companions,"Jan 01, 1993",NA,NA,312,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Steel and Stone (Dragonlance: Meetings Sextet, #5)","Porath, Ellen",https://www.goodreads.com/book/show/92905.Steel_and_Stone,"Sep 01, 1992",NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Oath and the Measure (Dragonlance: Meetings Sextet, #4)","Williams, Michael",https://www.goodreads.com/book/show/108889.The_Oath_and_the_Measure,"Oct 01, 1993",NA,NA,311,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Silk,"Baricco, Alessandro",https://www.goodreads.com/book/show/61264.Silk,1996,NA,NA,91,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
1984,"Orwell, George",https://www.goodreads.com/book/show/5470.1984,"Jun 08, 1949",NA,NA,328,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Dragons of Autumn Twilight (Dragonlance: Chronicles, #1)","Weis, Margaret",https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight,"Nov 12, 1984",NA,NA,444,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
X-Men: Days of Future Past,"Claremont, Chris",https://www.goodreads.com/book/show/306608.X_Men,1981,NA,NA,144,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 12, 2014"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Club Dumas,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/7194.The_Club_Dumas,1993,NA,NA,362,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Count of Monte Cristo,"Dumas, Alexandre",https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,"Jan 15, 1846",NA,NA,1,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Dead Until Dark (Sookie Stackhouse, #1)","Harris, Charlaine",https://www.goodreads.com/book/show/301082.Dead_Until_Dark,"May 01, 2001",NA,NA,292,1,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Momo,"Ende, Michael",https://www.goodreads.com/book/show/68811.Momo,"Jan 01, 1973",NA,NA,304,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Captain Alatriste (Adventures of Captain Alatriste, #1)","Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/90411.Captain_Alatriste,"Jan 02, 1996",NA,NA,253,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Club Dead (Sookie Stackhouse, #3)","Harris, Charlaine",https://www.goodreads.com/book/show/140082.Club_Dead,"Apr 29, 2003",NA,NA,274,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Legend of Huma (Dragonlance: Heroes, #1)","Knaak, Richard A.",https://www.goodreads.com/book/show/25295.The_Legend_of_Huma,"Jan 01, 1988",NA,NA,384,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Kindred Spirits (Dragonlance: Meetings Sextet, #1)","Anthony, Mark",https://www.goodreads.com/book/show/668830.Kindred_Spirits,"Apr 01, 1991",NA,NA,310,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Reign of Istar (Dragonlance: Tales II, #1)","Weis, Margaret",https://www.goodreads.com/book/show/871673.The_Reign_of_Istar,"Apr 01, 1992",NA,NA,342,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Interview with the Vampire (The Vampire Chronicles, #1)","Rice, Anne",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,"Apr 12, 1976",NA,NA,346,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Weis, Margaret",https://www.goodreads.com/book/show/68378.Dragons_of_Spring_Dawning,"Sep 12, 1985",NA,NA,352,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 20, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
A Midsummer Night’s Dream,"Shakespeare, William",https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,1595,NA,NA,298,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Let the Right One In,"Ajvide Lindqvist, John",https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,May 2004,NA,NA,513,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Feast of the Goat,"Vargas Llosa, Mario",https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,2000,NA,NA,475,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""August 15, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
In the Country of Last Things,"Auster, Paul",https://www.goodreads.com/book/show/19486.In_the_Country_of_Last_Things,1987,NA,NA,188,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Dead as a Doornail (Sookie Stackhouse, #5)","Harris, Charlaine",https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,"May 01, 2005",NA,NA,295,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Dragons of Winter Night (Dragonlance: Chronicles, #2)","Weis, Margaret",https://www.goodreads.com/book/show/23454.Dragons_of_Winter_Night,Jul 1985,NA,NA,358,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Tanis, the Shadow Years (Dragonlance: Preludes #6; Preludes II, #3)","Siegel, Barbara",https://www.goodreads.com/book/show/235475.Tanis_the_Shadow_Years,1990,NA,NA,320,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Brothers Majere (Dragonlance: Preludes, #3)","Stein, Kevin",https://www.goodreads.com/book/show/92871.Brothers_Majere,"Dec 01, 1989",NA,NA,352,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Love and War,"Weis, Margaret",https://www.goodreads.com/book/show/92894.Love_and_War,"Oct 01, 1987",NA,NA,368,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Handmaid's Tale (The Handmaid's Tale, #1)","Atwood, Margaret",https://www.goodreads.com/book/show/33357628-the-handmaid-s-tale,"Apr 17, 1985",NA,NA,311,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""December 2, 2017"",""page"":null,""percent"":null,""event"":""shelved""}]"
El pintor de batallas,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/54076.El_pintor_de_batallas,2006,NA,NA,304,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Voyager (Outlander, #3)","Gabaldon, Diana",https://www.goodreads.com/book/show/10987.Voyager,"Dec 01, 1993",NA,NA,870,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 6, 2015"",""page"":null,""percent"":null,""event"":""shelved""},{""date"":""February 8, 2015"",""page"":0,""percent"":0,""event"":null}]"
The Lovely Bones,"Sebold, Alice",https://www.goodreads.com/book/show/12232938-the-lovely-bones,"Jul 03, 2002",NA,NA,372,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"A Storm of Swords (A Song of Ice and Fire, #3)","Martin, George R.R.",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,"Aug 08, 2000",NA,NA,1,NA,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Definitely Dead (Sookie Stackhouse, #6)","Harris, Charlaine",https://www.goodreads.com/book/show/140079.Definitely_Dead,"Apr 17, 2006",NA,NA,324,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""October 8, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Fiery Cross (Outlander, #5)","Gabaldon, Diana",https://www.goodreads.com/book/show/10967.The_Fiery_Cross,"Nov 06, 2001",NA,NA,1,3,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""March 17, 2015"",""page"":null,""percent"":null,""event"":""shelved""}]"
The Flanders Panel,"Pérez-Reverte, Arturo",https://www.goodreads.com/book/show/11031.The_Flanders_Panel,1990,NA,NA,295,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 9, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
El corazón helado,"Grandes, Almudena",https://www.goodreads.com/book/show/1310812.El_coraz_n_helado,2007,NA,NA,933,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""July 15, 2013"",""page"":null,""percent"":null,""event"":""shelved""}]"
"Artemis Fowl (Artemis Fowl, #1)","Colfer, Eoin",https://www.goodreads.com/book/show/249747.Artemis_Fowl,"Apr 26, 2001",NA,NA,396,2,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"A Game of Thrones (A Song of Ice and Fire, #1)","Martin, George R.R.",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,"Aug 06, 1996",NA,NA,835,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
"The Hobbit, or There and Back Again","Tolkien, J.R.R.",https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,"Sep 21, 1937",NA,NA,366,5,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
Memoirs of a Geisha,"Golden, Arthur",https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,"Sep 27, 1997",NA,NA,434,4,NA,read,"[{""date"":null,""page"":null,""percent"":null,""event"":""finished""},{""date"":""January 19, 2012"",""page"":null,""percent"":null,""event"":""shelved""}]"
